#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Burkholderia thailandensis","2003015869",19460,SAMN02904338 ,PRJNA244538,"Proteobacteria","Betaproteobacteria",GCA_000808035.2 ,6.72912,67.6527,chromosome 1:NZ_CP008914.2/CP008914.2; chromosome 2:NZ_CP008915.2/CP008915.2,-,2,5917,5764,2014/09/18,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000808035.2_ASM80803v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000808035.2_ASM80803v2
"Clostridium botulinum Ba4 str. 657","657",20200,SAMN02603539 ,PRJNA29077,"Firmicutes","Clostridia",GCA_000020345.1 ,4.25777,28.0255,chromosome:NC_012658.1/CP001083.1; plasmid pCLJ:NC_012654.1/CP001081.1; plasmid pCLJ2:NC_012657.1/CP001082.1,-,3,4133,3939,2009/05/01,2015/08/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000020345.1_ASM2034v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000020345.1_ASM2034v1
"Klebsiella pneumoniae ATCC BAA-2146","ATCC BAA-2146",19672,SAMN02152539 ,PRJNA183901,"Proteobacteria","Gammaproteobacteria",GCA_000364385.2 ,5.78113,56.9738,chromosome:NZ_CP006659.1/CP006659.1; plasmid pCuAs:NZ_CP006663.1/CP006663.1; plasmid pHg:NZ_CP006662.1/CP006662.1; plasmid pMYS:NZ_CP006660.1/CP006660.1; plasmid pNDM-US:NZ_CP006661.1/CP006661.1,-,5,5869,5710,2014/02/05,2015/07/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000364385.2_ASM36438v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000364385.2_ASM36438v2
"Rickettsia prowazekii str. Breinl","Breinl",19235,SAMN01983876 ,PRJNA188530,"Proteobacteria","Alphaproteobacteria",GCA_000367405.1 ,1.1093,29,chromosome:NC_020993.1/CP004889.1,-,1,899,842,2013/04/11,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000367405.1_ASM36740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000367405.1_ASM36740v1
"Treponema pallidum subsp. pallidum str. Mexico A","Mexico A",21022,SAMN00004588 ,PRJNA41401,"Spirochaetes","Spirochaetia",GCA_000304295.1 ,1.14004,52.8,chromosome:NC_018722.1/CP003064.1,-,1,1029,968,2012/10/09,2015/08/14,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000304295.1_ASM30429v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000304295.1_ASM30429v1
"Brucella suis bv. 2","Bs396CITA",19921,SAMN02692662 ,PRJNA242297,"Proteobacteria","Alphaproteobacteria",GCA_000698345.1 ,3.32846,57.1842,chromosome I:NZ_CP007720.1/CP007720.1; chromosome II:NZ_CP007721.1/CP007721.1,-,2,3178,3027,2014/06/05,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000698345.1_ASM69834v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000698345.1_ASM69834v1
"Chlamydia psittaci MN","MN",20505,SAMN02604208 ,PRJNA171914,"Chlamydiae/Verrucomicrobia group","Chlamydiae",GCA_000298435.2 ,1.17598,39.0605,chromosome:NC_018627.1/CP003792.1; plasmid pcpMN:NC_018636.1/CP003815.1,-,2,1027,962,2012/09/19,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000298435.2_ASM29843v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000298435.2_ASM29843v2
"Bifidobacterium animalis subsp. lactis B420","B420",20773,SAMN02603214 ,PRJNA156973,"Actinobacteria","Actinobacteria",GCA_000277325.1 ,1.9386,60.5,chromosome:NC_017866.1/CP003497.1,-,1,1613,1538,2012/05/07,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000277325.1_ASM27732v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000277325.1_ASM27732v1
"Bacillus amyloliquefaciens","L-H15",22103,SAMN03272519 ,PRJNA271047,"Firmicutes","Bacilli",GCA_000833005.1 ,3.90597,46.7,chromosome:NZ_CP010556.1/CP010556.1,-,1,3769,3615,2015/02/05,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000833005.1_ASM83300v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000833005.1_ASM83300v1
"Stenotrophomonas maltophilia","13637",19485,SAMN02874005 ,PRJNA244350,"Proteobacteria","Gammaproteobacteria",GCA_000742995.1 ,4.98931,66.1,chromosome:NZ_CP008838.1/CP008838.1,-,1,4591,4442,2014/08/22,2015/08/16,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000742995.1_ASM74299v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000742995.1_ASM74299v1
"Alteromonas macleodii str. 'Ionian Sea U8'","Ionian Sea U8",19587,SAMN02604125 ,PRJNA192230,"Proteobacteria","Gammaproteobacteria",GCA_000439555.1 ,4.39504,44.9,chromosome:NC_021712.1/CP004852.1,-,1,3826,3653,2013/07/08,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000439555.1_ASM43955v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000439555.1_ASM43955v1
"Pasteurella multocida subsp. gallicida X73","X73",19706,SAMN02470584 ,PRJNA155371,"Proteobacteria","Gammaproteobacteria",GCA_000298655.1 ,2.2668,40.3,chromosome:NZ_CM001580.1/CM001580.1,AMBP01,1,2115,2045,2012/09/13,2015/08/09,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000298655.1_X73v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000298655.1_X73v1
"Acetobacter pasteurianus 386B","386B",19796,SAMEA3139047 ,PRJEB1172,"Proteobacteria","Alphaproteobacteria",GCA_000723785.1 ,3.07865,52.8532,chromosome:NC_021991.1/HF677570.1; plasmid Apa386Bp1:NC_021976.1/HF677571.1; plasmid Apa386Bp2:NZ_HF677572.1/HF677572.1; plasmid Apa386Bp3:NC_021992.1/HF677573.1; plasmid Apa386Bp4:NC_021977.1/HF677574.1; plasmid Apa386Bp5:NC_021993.1/HF677575.1; plasmid Apa386Bp6:NC_021978.1/HF677576.1; plasmid Apa386Bp7:NC_021979.1/HF677577.1,-,8,2866,2740,2013/08/01,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000723785.2_AP1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000723785.1_AP1
"Bordetella pertussis","B1838",19440,SAMN03566780 ,PRJNA281570,"Proteobacteria","Betaproteobacteria",GCA_001307585.1 ,4.10847,67.7,chromosome:NZ_CP011440.1/CP011440.1,-,1,3918,3629,2015/10/07,2015/10/09,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001307585.1_ASM130758v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001307585.1_ASM130758v1
"Mycoplasma pneumoniae 39443","39443",21053,SAMN03284385 ,PRJNA182273,"Tenericutes","Mollicutes",GCA_001272715.1 ,0.817184,40,chromosome:NZ_CP010540.1/CP010540.1,-,1,772,709,2015/08/21,2015/08/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001272715.1_ASM127271v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001272715.1_ASM127271v1
"Yersinia enterocolitica","KNG22703",21108,SAMN03490473 ,PRJNA281164,"Proteobacteria","Gammaproteobacteria",GCA_001305635.1 ,4.65108,46.9582,chromosome:NZ_CP011286.1/CP011286.1; plasmid unnamed:NZ_CP011287.1/CP011287.1,-,2,4182,4005,2015/10/02,2015/10/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001305635.1_ASM130563v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001305635.1_ASM130563v1
"Corynebacterium diphtheriae HC04","HC04",20794,SAMN02603074 ,PRJNA42417,"Actinobacteria","Actinobacteria",GCA_000255195.1 ,2.48433,53.5,chromosome:NC_016788.1/CP003215.1,-,1,2299,2190,2012/01/13,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000255195.1_ASM25519v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000255195.1_ASM25519v1
"Dehalococcoides mccartyi CG5","CG5",36053,SAMN02444489 ,PRJNA230430,"Chloroflexi","Dehalococcoidia",GCA_000830885.1 ,1.36215,47.2,chromosome:NZ_CP006951.1/CP006951.1,-,1,1449,1392,2014/08/04,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000830885.1_ASM83088v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000830885.1_ASM83088v1
"Mannheimia haemolytica","89010807N",19695,SAMN03435925 ,PRJNA277374,"Proteobacteria","Gammaproteobacteria",GCA_000963635.1 ,2.70535,41,chromosome:NZ_CP011098.1/CP011098.1,-,1,2744,2602,2015/03/26,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000963635.1_ASM96363v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000963635.1_ASM96363v1
"Lactobacillus plantarum","5-2",20087,SAMN02953961 ,PRJNA257680,"Firmicutes","Bacilli",GCA_001278015.1 ,3.23765,44.7,chromosome:NZ_CP009236.1/CP009236.1,-,1,3020,2889,2015/09/02,2015/09/04,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001278015.1_ASM127801v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001278015.1_ASM127801v1
"Mycoplasma gallisepticum NC06_2006.080-5-2P","NC06_2006.080-5-2P",21051,SAMN02604161 ,PRJNA86105,"Tenericutes","Mollicutes",GCA_000286775.1 ,0.938869,31.6,chromosome:NC_018411.1/CP003511.1,-,1,761,709,2012/08/10,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000286775.1_ASM28677v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000286775.1_ASM28677v1
"Burkholderia sp. 2002721687","2002721687",19460,SAMN03023794 ,PRJNA239255,"Proteobacteria","Betaproteobacteria",GCA_000959325.1 ,7.28582,67.1361,chromosome I:NZ_CP009549.1/CP009549.1; chromosome II:NZ_CP009548.1/CP009548.1; plasmid pBTU:NZ_CP009547.1/CP009547.1,-,3,6384,6165,2015/03/20,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000959325.1_ASM95932v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000959325.1_ASM95932v1
"Propionibacterium acnes C1","C1",20872,SAMN02604070 ,PRJNA175596,"Actinobacteria","Actinobacteria",GCA_000302515.1 ,2.519,60.1,chromosome:NC_018707.1/CP003877.1,-,1,2377,2276,2012/10/03,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000302515.1_ASM30251v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000302515.1_ASM30251v1
"Campylobacter coli 76339","76339",23492,SAMEA2272147 ,PRJEB4148,"Proteobacteria","delta/epsilon subdivisions",GCA_000470055.1 ,1.58449,31.9,chromosome I:NC_022132.1/HG326877.1,-,1,1577,1478,2013/08/23,2015/08/15,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000470055.1_3S,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000470055.1_3S
"Enterobacter cloacae","GGT036",19671,SAMN03005138 ,PRJNA259401,"Proteobacteria","Gammaproteobacteria",GCA_000770155.1 ,4.84875,55,chromosome:NZ_CP009756.1/CP009756.1,-,1,4579,4444,2014/10/31,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000770155.1_ASM77015v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000770155.1_ASM77015v1
"Bifidobacterium breve DSM 20213 = JCM 1192","JCM 1192",35002,-,PRJDB57,"Actinobacteria","Actinobacteria",GCA_001025175.1 ,2.26941,58.9,chromosome:NZ_AP012324.1/AP012324.1,-,1,1961,1858,2015/03/24,2015/08/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001025175.1_ASM102517v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001025175.1_ASM102517v1
"Aeromonas hydrophila","AH10",19619,SAMN03421355 ,PRJNA278509,"Proteobacteria","Gammaproteobacteria",GCA_000963645.1 ,4.90827,61.1,chromosome:NZ_CP011100.1/CP011100.1,-,1,4406,4192,2015/03/26,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000963645.1_ASM96364v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000963645.1_ASM96364v1
"Pseudomonas stutzeri","19SMN4",35037,SAMN02692943 ,PRJNA242326,"Proteobacteria","Gammaproteobacteria",GCA_000661915.1 ,4.8334,62.2064,chromosome:NZ_CP007509.1/CP007509.1; plasmid pLIB119:NZ_CP007510.1/CP007510.1,-,2,4486,4364,2014/05/01,2015/08/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000661915.1_ASM66191v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000661915.1_ASM66191v1
"Flavobacterium psychrophilum","5",20656,SAMN02941920 ,PRJNA256261,"Bacteroidetes/Chlorobi group","Bacteroidetes",GCA_000971575.1 ,2.84831,32.5,chromosome:NZ_CP010274.1/CP010274.1,-,1,2539,2447,2015/04/13,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000971575.1_ASM97157v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000971575.1_ASM97157v1
"Corynebacterium pseudotuberculosis 3/99-5","3/99-5",20795,SAMN02603750 ,PRJNA73231,"Actinobacteria","Actinobacteria",GCA_000241855.1 ,2.33794,52.2,chromosome:NC_016781.1/CP003152.1,-,1,2102,1997,2012/01/10,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000241855.1_ASM24185v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000241855.1_ASM24185v1
"Riemerella anatipestifer Yb2","Yb2",20647,SAMN03768359 ,PRJNA236054,"Bacteroidetes/Chlorobi group","Bacteroidetes",GCA_001077795.1 ,2.18407,35,chromosome:NZ_CP007204.1/CP007204.1,-,1,2067,2012,2015/07/14,2015/10/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001077795.1_ASM107779v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001077795.1_ASM107779v1
"Corynebacterium ulcerans","131002",20795,SAMN03418694 ,PRJNA278475,"Actinobacteria","Actinobacteria",GCA_000968945.1 ,2.43457,53.4,chromosome:NZ_CP011095.1/CP011095.1,-,1,2173,2093,2015/04/03,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000968945.1_ASM96894v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000968945.1_ASM96894v1
"Geobacillus sp. LC300","LC300",20026,SAMN02903857 ,PRJNA254417,"Firmicutes","Bacilli",GCA_001191625.1 ,3.53258,52.1414,chromosome:NZ_CP008903.1/CP008903.1; plasmid pGt35:NZ_CP008904.1/CP008904.1,-,2,3485,2912,2015/08/03,2015/08/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001191625.1_ASM119162v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001191625.1_ASM119162v1
"Pseudomonas sp. WCS374","WCS374",21655,SAMN02740646 ,PRJNA245805,"Proteobacteria","Gammaproteobacteria",GCA_000698295.1 ,6.08505,60,chromosome:NZ_CP007638.1/CP007638.1,-,1,5479,5344,2014/06/05,2015/08/16,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000698295.1_ASM69829v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000698295.1_ASM69829v1
"Streptomyces sp. PVA 94-07","PVA 94-07",20904,SAMN02469391 ,PRJNA171846,"Actinobacteria","Actinobacteria",GCA_000495755.1 ,7.10615,73.0632,chromosome:NZ_CM002273.1/CM002273.1; plasmid pPVA1:NZ_CM002274.1/CM002274.1; plasmid pPVA2:NZ_CM002275.1/CM002275.1,ASHE01,3,6012,5747,2013/11/05,2015/08/15,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000495755.1_PVA94-07.23,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000495755.1_PVA94-07.23
"Bacillus sp.","BS34A",23560,SAMEA2247639 ,PRJEB7328,"Firmicutes","Bacilli",GCA_000952895.1 ,4.23362,43.5,chromosome I:NZ_LN680001.1/LN680001.1,-,1,4237,4110,2014/11/20,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000952895.1_BS34ACh,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000952895.1_BS34ACh
"Synechococcus sp. WH 8109","WH 8109",19197,SAMN02436260 ,PRJNA37911,"Cyanobacteria","Oscillatoriophycideae",GCA_000161795.2 ,2.11151,60.1,chromosome:NZ_CP006882.1/CP006882.1,-,1,2254,2167,2014/01/09,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000161795.2_ASM16179v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000161795.2_ASM16179v2
"Paenibacillus sp. FSL R7-0331","FSL R7-0331",35057,SAMN02996606 ,PRJNA258352,"Firmicutes","Bacilli",GCA_000758645.1 ,6.93197,51.2,chromosome:NZ_CP009284.1/CP009284.1,-,1,6028,5815,2014/09/22,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000758645.1_ASM75864v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000758645.1_ASM75864v1
"Bacillus methylotrophicus TrigoCor1448","TrigoCor1448",22103,SAMN02650943 ,PRJNA234772,"Firmicutes","Bacilli",GCA_000583065.1 ,3.9579,46.5,chromosome:NZ_CP007244.1/CP007244.1,-,1,3817,3680,2014/02/28,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000583065.1_ASM58306v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000583065.1_ASM58306v1
"Bacillus methylotrophicus SQR9","SQR9",22103,SAMN03081500 ,PRJNA227504,"Firmicutes","Bacilli",GCA_000685725.1 ,4.11702,46.1,chromosome:NZ_CP006890.1/CP006890.1,-,1,3971,3841,2014/05/08,2015/09/09,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000685725.1_ASM68572v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000685725.1_ASM68572v1
"Paenibacillus sp. IHBB 10380","IHBB 10380",36510,SAMN03342438 ,PRJNA275272,"Firmicutes","Bacilli",GCA_000949425.1 ,5.7873,41.2938,chromosome:NZ_CP010976.1/CP010976.1; plasmid unnamed:NZ_CP010977.1/CP010977.1,-,2,5232,4960,2015/03/09,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000949425.1_ASM94942v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000949425.1_ASM94942v1
"Synechococcus sp. PCC 6312","PCC 6312",21552,SAMN02261337 ,PRJNA158717,"Cyanobacteria","Oscillatoriophycideae",GCA_000316685.1 ,3.7205,48.4881,chromosome:NC_019680.1/CP003558.1; plasmid pSYN6312.01:NC_019681.1/CP003559.1,-,2,3605,3484,2012/12/04,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000316685.1_ASM31668v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000316685.1_ASM31668v1
"Bacillus sp. LM 4-2","LM 4-2",23560,SAMN03394562 ,PRJNA277611,"Firmicutes","Bacilli",GCA_000978495.1 ,4.06927,43.8,chromosome:NZ_CP011101.1/CP011101.1,-,1,4031,3882,2015/04/22,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000978495.1_ASM97849v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000978495.1_ASM97849v1
"Pseudomonas sp. MT-1","MT-1",23508,SAMD00017418 ,PRJDB2890,"Proteobacteria","Gammaproteobacteria",GCA_000828755.1 ,4.86126,60.2,chromosome:NZ_AP014655.1/AP014655.1,-,1,4449,4312,2014/10/25,2015/08/19,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000828755.1_ASM82875v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000828755.1_ASM82875v1
"Corynebacterium ulcerans","131001",20795,SAMN03316967 ,PRJNA273964,"Actinobacteria","Actinobacteria",GCA_001281445.1 ,2.48332,53.3,chromosome:NZ_CP010818.1/CP010818.1,-,1,2223,2133,2015/09/14,2015/09/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001281445.1_ASM128144v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001281445.1_ASM128144v1
"Corynebacterium pseudotuberculosis 316","316",20795,SAMN02603747 ,PRJNA71591,"Actinobacteria","Actinobacteria",GCA_000248375.1 ,2.31041,52.1,chromosome:NC_016932.1/CP003077.1,-,1,2070,1911,2012/02/22,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000248375.1_ASM24837v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000248375.1_ASM24837v1
"Flavobacterium psychrophilum","PG2",20656,SAMN02941922 ,PRJNA256263,"Bacteroidetes/Chlorobi group","Bacteroidetes",GCA_000971645.1 ,2.85063,32.5,chromosome:NZ_CP010276.1/CP010276.1,-,1,2541,2451,2015/04/13,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000971645.1_ASM97164v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000971645.1_ASM97164v1
"Pseudomonas stutzeri","SLG510A3-8",19549,SAMN03765687 ,PRJNA286160,"Proteobacteria","Gammaproteobacteria",GCA_001038645.1 ,4.65015,64,chromosome:NZ_CP011854.1/CP011854.1,-,1,4279,4082,2015/06/24,2015/08/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001038645.1_ASM103864v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001038645.1_ASM103864v1
"Aeromonas hydrophila NJ-35","NJ-35",19619,SAMN03744001 ,PRJNA226230,"Proteobacteria","Gammaproteobacteria",GCA_001019645.1 ,5.27964,60.5,chromosome:NZ_CP006870.1/CP006870.1,-,1,4741,4538,2015/06/03,2015/08/20,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001019645.1_ASM101964v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001019645.1_ASM101964v1
"Bifidobacterium breve","BR3",35002,SAMN03271681 ,PRJNA270903,"Actinobacteria","Actinobacteria",GCA_001281425.1 ,2.42601,59.1056,chromosome:CP010413.1; plasmid pBR3:CP010414.1,-,2,2238,2168,2015/09/14,2015/09/14,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001281425.1_ASM128142v1
"Enterobacter cloacae","ECNIH4",19671,SAMN02821150 ,PRJNA251384,"Proteobacteria","Gammaproteobacteria",GCA_000784865.1 ,4.94644,54.9683,chromosome:NZ_CP009850.1/CP009850.1; plasmid pENT-c88:NZ_CP009851.1/CP009851.1; plasmid pENT-e56:NZ_CP009852.1/CP009852.1; plasmid pKPC-860:NZ_CP009853.1/CP009853.1,-,4,4742,4542,2014/11/17,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000784865.1_ASM78486v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000784865.1_ASM78486v1
"Campylobacter coli","CO2-160",-,SAMN04202592 ,PRJNA299429,"Proteobacteria","delta/epsilon subdivisions",GCA_001417615.1 ,1.72745,31.3078,chromosome:CP013032.1; plasmid unnamed:CP013033.1,-,2,1790,1697,2015/10/28,2015/10/28,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001417615.1_ASM141761v1
"Propionibacterium acnes HL096PA1","HL096PA1",20872,SAMN02604074 ,PRJNA81129,"Actinobacteria","Actinobacteria",GCA_000376705.1 ,2.54977,60.1523,chromosome:NC_021085.1/CP003293.1; plasmid unnamed:NC_021086.1/CP003294.1,-,2,2414,2336,2013/04/22,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000376705.1_ASM37670v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000376705.1_ASM37670v1
"Burkholderia sp. HB1","HB1",19469,SAMN03837635 ,PRJNA288741,"Proteobacteria","Betaproteobacteria",GCA_001293045.1 ,7.20617,62.9398,chromosome 1:NZ_CP012192.1/CP012192.1; chromosome 2:NZ_CP012193.1/CP012193.1,-,2,6337,6195,2015/09/17,2015/09/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001293045.1_ASM129304v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001293045.1_ASM129304v1
"Mycoplasma gallisepticum CA06_2006.052-5-2P","CA06_2006.052-5-2P",21051,SAMN02604162 ,PRJNA86107,"Tenericutes","Mollicutes",GCA_000286795.1 ,0.976412,31.6,chromosome:NC_018412.1/CP003512.1,-,1,780,726,2012/08/10,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000286795.1_ASM28679v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000286795.1_ASM28679v1
"Lactobacillus plantarum","ZS2058",20087,SAMN03952027 ,PRJNA291681,"Firmicutes","Bacilli",GCA_001296095.1 ,3.19834,44.7,chromosome:CP012343.1,-,1,2957,2833,2015/09/22,2015/09/22,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001296095.1_ASM129609v1
"Mannheimia haemolytica","89010807N lktA-",19695,SAMN03435924 ,PRJNA277374,"Proteobacteria","Gammaproteobacteria",GCA_000963675.1 ,2.70422,41,chromosome:NZ_CP011099.1/CP011099.1,-,1,2745,2600,2015/03/26,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000963675.1_ASM96367v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000963675.1_ASM96367v1
